CSAT Score,cleaned_remarks
5,order return policy
1,customer service support disconnected call hold
4,good
5,no
1,bad
1,bed service box package not satisfy buy products
1,u2019t sense humour take calls customers not good understand query needs proper training deal customers bad communication also requires time solve queries
1,customer support not able help since system slow
4,try resolve problem fast
5,good
1,bad experience
5,good job
5,thanku
5,helped solve thanks
1,bed
4,good
5,good
5,good
5,support good politely behavior
5,good
4,app cancelation policy available
5,good guy
1,resolve customer problem quickly donot harras customer
5,orders page need help button work use generic help section get support executive
5,
5,good support
1,bad women customer service
5,super
5,people best
5,please change courier partners srinagar jammu kashmir change alot things thanks
1,diffence product different colour
5,thank
5,good exicutive
1,money waste
5,good one
1,bad shopzilla concern team not supported
4,provide delivery agent number
5,customer service important
4,
5,cooperative nice taking
5,customer care support best
4,nice support team
1,cut call face
4,understand
5,good behaviour
5,executive person good delivery agent bad longer time taken no good behaviour
5,good
5,excellent service
5,good talking skills
5,best
5,good
5,thank youplease soot trooble early please
1,bad service
5,enhance interreaction quality good helpfulness customer support executive thank much talking quality good
1,thank
4,thanku much
5,no
5,thankyou
5,return policy must strong
1,
1,vhv
1,talk business
5,reaching customer service bit difficult app goes unresponsive
3,kindly response customers regional languages asking whether comfortable choosd languages
5,good
5,thanks
1,non customer support supportive
3,please resolve query
5,thanks solving problem
1,pay later block
1,bad
5,thank dear customer
5,good
5,good experience
1,happy
5,good solve problem happy
5,awesome
5,aawaaj bhut achhi hai
3,bad delivery system
1,ver
1,disappointed shopzilla service resolve problem hate app sooooo much never shop app
1,shopzilla ney mujhe 30058 ka diya shopzilla se new phone lene ke baad mujhe bahut afsoos h ki maine shopzilla se mobile liya isse achha market ja ke lena sahi hota
1,not happy
4,good
5,good response
5,overall good support shopzilla customer care thanks customer
5,avail refund options ban sellers sells fake poor quality products
5,phele aap mera refund tb mai ache feedback dunga
1,tax rules
5,good
5,good
5,good
5,shopzilla customer care good
5,nice customer support
1,worst experience ever
5,please check items products dispatch
5,thank u
5,seller held accountable inconvenience
5,well
5,thanks saport
5,good
5,thank
1,bad customer service representative working company
5,nagar rambha appt 102
1,samasya note resolve
5,excellent
5,good
4,gud communication
5,7
1,without permission cancel order
5,good communication
1,good
5,sometimes customer supports 24x7 not working not able place call chat executive
4,problem regarding pay later emi option not resolved yet
5,good
5,helpful
4,please solve fast issue
1,delay proactive information poor service pathetic experience would never order products future
1,bed
5,good
4,good
5,goid
1,not
5,good
5,hasim
3,good communication
5,good service best voice
5,tydm
5,everything nice pickup cancel order fast
5,call duration 37 min please reduce time
5,issues resolved
4,good
5,good
4,dilivery boy content number important customer
5,missing product
3,good
1,bad service providing shopzilla
1,issue not resolved
3,v
1,call
5,ok
5,good behaviour
4,ok
5,describe products company details accurate
5,good
1,not bad
1,return policy cheap
2,not solution
4,good
5,please focus delivery agent resolve issues immediately avoid delay resolution
5,good
5,thanku much mam
5,happy
5,provide return services
1,please make sure customer care excutive enough knowledge solve customer problem
5,get satisfaction talk executive also makes lot efforts know shopzilla not providing refund tired please kindly provide refund ammount
5,good customer support
5,nh
5,5
5,good
5,excellent
5,nice
3,good
5,executives timely attended fault fixed issue happy service provided
5,5 rating de aata hai product knowledge hai hi nhi didi ko baar baar batane par samjh hi nhi ata kya concern hai customer ka aur kne ko call transfer krne ki nikal li ab negative rating nhi dega customer aap hi batao tl aata tl nhi hai aata hota team share krte aise product knowledge achhi hoti team khair koi tl bnne ke baad alg hi attitude rhte ho tum log
5,good experience
5,asifkhan
5,satisfied
5,good conversation thank
5,support member helpful however asked change pickup address create return looks like selected address delivery concern not resolved
5,via communication solve issue must beg shopzilla representative officials plz make type inconvenience may bother customer well plz must check box properly delivering customer product proper condition not regarding size problem may not face becoz trust shopzilla always made thanks support kindly request resolve issue soon possible
5,good product
2,kindly pick return time
1,no knowledge problem solve
5,please try fast solve issues
5,good job
5,best conversation ever
3,trust worthy
5,support awesome
1,bad experience
4,product damaged however according policies neither got refund nor got replacement
5,good experience
5,good
1,no
5,executive surety resolved issue immediate basis
5,good conversation
5,good service
5,good customer support
5,product not received build policy availing product customer rather triggering refund amount create trust faith customers towards shopzilla hassle free process reduce pain going settlement procedure ordering product shopzilla please build policy asap regards
1,plz refund
5,solve problem
1,shopzilla ghatiya market place seller duplicate product sale customer support team not help provide poor feedback
5,nice
1,hi
5,ok
5,nice
5,done
3,well
5,good
5,improve network customer care
5,everything good like customer support talking experience nature good
5,good
5,customer support executive polite resolved concern adequate ownership thanks
3,good costumer service
5,thanks
5,nice
1,train delivery executive well not give wrong information
5,thank much
5,thank
4,good
4,good service
5,
5,good
1,ordered watch quite fit department help matter want close shopzilla account pls
5,conversation skills lady executive
3,long tym check one serial number
5,good behaviour unhappy articles not delivered time
5,v nice
5,good job
5,good
5,vgod
5,thank
5,feel multiple option selection allowed customer select appropriate detail option related problem
5,amazing
5,thank
5,nice
5,faith customers
1,poor
5,not good service
5,customer first priority support assistant
1,bad
1,teach representatives call back customers call disconnected minimum courtesy company policy contain disrespectful dissatisfied today 26 8 2023 calls two separate representatives
5,tyenkyu
4,nees gift wrap option remove product bill product gift purpose
5,fruykwfqdtbu f
5,good
5,please better delivery person
5,thanks support
5,make sure complete comments time provide site
5,thnx
5,good
5,fully satisfy
4,good call jaldi katam karne ke fast call
5,sgood service
4,thank
5,417797
5,first delivery want products
5,happy
5,good
5,times executive says server issue open details please provide good server thankyou
5,good communication skills executive
4,make team solve problem like order pending amout deduction account order still pending 10th august no one helping raising complaints saying wait 2 4 days refund processed
4,products mention return policy u2019t include exchange replacement please include transparency
1,help consumer properly
4,thank
5,nyc call
5,thanks fast solve problemi like shopzilla customer support executive thanks shopzilla
5,yes
1,fraud fake
5,please make easy contact customer carefor paylater query
5,thnx sir mery problem smjne k liye
5,good
1,problem not resolved
5,good
5,thanks
5,nice person
5,good
5,exlent job
5,best
5,customer care service good
1,sab sale h shopzilla chor company h customer care ko baat h mera product pick inko ghanta kuch farak padhta h maim shopzilla use karna hi chhod dunga
5,nice person
5,good
5,thank
4,thank
2,thank sir
5,good
5,thanks
5,good service
5,good
5,good
5,excellent work
1,not satisfied
1,prime member shopzilla bt time worst service shopzilla regarding product quality service
5,
5,no return policy shopzilla helping customers circumstance liked earlier thought would not purchase items due no return policy talking customer executive changed mind try review product delivering
5,
5,se
5,good
4,problem contect custmercare problem going solwe
5,great help customer support executive
1,service poor product quality poor
4,mere product ka turant solution kiya jaaye din aakar dinai
5,thanks shopzilla associate
1,nothing happy
5,excellent
5,good
4,plz add malayalam call center
4,good
5,good
5,good
1,third class service
5,thank full
1,sellers important customers even seller gives wrong item becomes right item even want see ordered received sellers always right eyes never buy shopzilla
5,nice
5,good sarvice probide
5,hhhh
5,good
5,helpful person meri traf se enho ko salary di jaye
5,write
5,good
5,nice information given executive
5,good support
5,castemer cer good
5,make service delivery smooth
5,good job shopzilla
5,thanks suggest
5,5
5,good
1,worst app ever seen
5,thanks
5,delivery vendors thieves anything less right keep scared
5,nice
5,fast delivery discount
5,things good perfect shopzilla good service many area delivery late one problem sitnothing problem apart
5,good conservation thanku shopzilla
1,bilkul bekar phone hold kr k kat diya
5,good
5,thanks shopzilla
5,good service
5,improve order delivery team dont deliver products time sometimes dont even deliver worst delivery experience time
5,great spich
5,nice
4,good
1,wrong product deliveredvery bad
1,wanted speak supervisor kept waiting no one helped no supervisor
4,thanks
5,please add call option need help customer support
1,shopzilla solve problem received product inspite many calls customer care got cheated shopzilla seller loss amount received product disheartening pathetic service shopzilla u lost valuable customer not going order anything th future shopzilla superbuy service customers far better shopzilla take customers seriously shopzilla plays money time customers make sure no one surroundings known persons get cheated future surely suggest order shopzilla service seller customers care pathetic check review also u make fool since hard earned money u cheated awful pathetic account
5,good
5,hello amyour behaviour good love especially honesty sincerely
5,costomer care shopzilla good expect helps us lot
5,vini
1,time ko waste shopzilla se purchase karosaman time par nhi milta next date jati hai bekar service
5,happy tulk cusutmer care problem hes solved ill happy
5,good
5,thank sir
5,good
1,pathetic delivery service every time order electronics delay every product
5,good product amazing product
1,not solve custamar problem tak
5,no waiting time good service
5,good service
1,problem not solved
5,nice
4,keep interaction point no need apologizing delay congratulations plus member take lot time saying
5,nice shopzilla customer support services
5,yes
5,check item dispatch
5,customer help good
5,executive good polite required best skills
5,well
5,awesome
5,helpful invoice available order tab
5,please start give chatting option pay later
5,good resolved
5,nice
5,plz add customer care option every order
1,cheated wish master would register complain resolve issue not try reaching consumer forum
5,good
5,good
5,excellent
1,poor services company shut site products available ur site
1,want return product received used darty product please provide return product trying return product last 9 days no one provide return every time request cancelled pickup boy told please raise proper request
1,bed
5,nice
1,happy costomer
5,thank
4,good
5,good
5,goo dbehavior
5,good quide mam customer treat like family member ki rating hoti toh 100 100 rating krta shopzilla hi shopzilla members ki jarurat hai thankyou deeply heart
4,good
5,kindly delivery item time
5,good
5,resolved issu
5,assistance mark no suggestions
1,2 item shorts issue not solved
5,good
4,requst costomer cheat thanks costomer care maam providing information
5,full satisfied
1,customer care executive told foe 2 min hold 25 min cut call not solve problem unprofessional unmaner person
5,nice parsan
5,good
5,ok
1,order not handled
5,business depend delivery base wish mmaster important key strickly supervision wishmaster work
5,helpful
5,improve ur logistics blame ur associates u ppl hold responsible none thr fault ur shopzilla service totally disgusting
1,bad
1,shopzilla good makes easy customer get product work
1,deliver agent company image
1,not executive good call kep hold statement transfer manager 7 8 min no resposne poor service
5,nice
5,good
1,poor quality products poor service
5,super service happy quick fast
5,good support customer care
5,cmsmfkfksks
4,thanks help
5,good
5,thank much supporting
5,good
1,worst customer executive life
5,good
5,customer support good
5,shopzilla one ecommerce provide good customer service thing give options connect customer care easy manner
5,good
5,please resolve issue faster
4,thanks
5,good
5,good like respect customer
5,nice agent
5,problem still not solved
4,yes
5,good customer service
1,bad shopzillacustomer care information
4,good
3,still receive invoice
1,please give exact reason solution ramble
4,shopzilla cheated got highly hurt
5,good
4,need know order invoice not getting order
1,good service
5,good
5,shopzilla not resolving issue wasting time worst experience faced
5,policy flexible increase number customer care executive
5,good
5,awesome
1,hopeless services shopzilla e delivery learn others
4,helpful
5,thanks shopzilla
5,good response resolve
5,excellent good communication mamm
5,good
1,tell not stop order shopzilla
5,delivery time highly
1,poor service help center
5,happy
5,5
1,nce agent
1,yellow chimes valentine special white crsytal adjustable silver 1 order not received showing delivered 2 even get message order 3 even get call order arrived received order please refund money 4 shopzilla company not make big mistake 5 address entered order not go money also wasted responsibility shopzilla company 6 want money
5,good
3,give refund money soon possible
5,pless full detail provide customer payment product service detail complete provide customer
5,cool person good service happy thish person
5,please send invoice purchase
1,call
5,talks nicely politely like sir helping
5,polite humble nature talking skills great
4,no one yet given proper solution giving new dates one month query no one solved
5,satisfied
5,g
5,no
1,problem not resolved
5,thank thanks lot resolve problem
5,excellent
5,solve issue soon possible please
5,delivered quickly
1,not able connect executive resolving queries not call shopzilla executive
4,no
5,resolve issue simple manner taking much time know problem
5,good
5,santosh hai
5,vg
4,good
5,no solution problem yet
5,good behaviour customer executive
1,solution not resolved
5,arun bhaiya ne meri problem ko solve kr dia tha dekho ab bs mera order return unhone try kia hai thnku bhaiya se bat bhaiya ne thnkuu please
5,well shivam kee
4,4 5
1,customer support executive misguided refund not received provide wrong information time
5,5
5,good
5,good customer service
5,nice
4,solve problems quickly
5,nice meet
5,happy someone able resolve issue thank miss sabhabut executive hung shows unprofessionalism shopzilla never expected kind behaviour executives regards saurabh sharma
4,good experience
5,good job
5,nice toking good
5,nice
5,thank mam
5,thank much
5,thank much
5,excellent
4,ok
5,happy
5,good
5,love sir
5,good
5,thanks mam
5,excellent
4,thanks
5,good
3,ok
5,excellent service
4,get ed
5,good information
5,thank u shopzilla fast response resolve problem
5,1i love shopzilla
5,products book come not products
5,nice
4,kindly educate csa level 1 provide required information
5,excellent
5,well
5,nice
5,costomer service better
5,extremely polite understanding deserves better role handling customer service patience communication highly appreciable thank support
1,uski jagah dusra order aaya hai aur mera order cancel kar diya gaya hai
5,happy
5,good
1,make policy regarding price difference refund within 7 days delivery
5,every shopzilla hub contact no mandatory
5,nice interaction keep
5,good addressed concern well tjank
1,worst services
5,behaviour good
5,customer care executive man good
3,please change delivery partner shopzilla totally not good service
4,good
5,almost good
5,sil problem
5,please try provide refund car frill air freshner
5,thanks
1,improve support
1,meri bat ho gayi h
5,love shopzilla
5,thanks supporting
5,make policy regarding cancellation order flexible
4,ok
4,thank
5,gd person
5,nothing
5,make call directly customer support availability icon would convenient
5,deliver service poor
5,brand tag issue product
1,wrost ever payment deducted order not confirmed yet nykaa superbuy best
5,thnkeeeeeewww solving problem
5,already excellent customer support executives
3,no
2,everything fine disconnected call unable give feedback confused previously connected jayveeriam giving 1 star jayveer reason disconnected call
5,customer executive genuinely gentleman way interact mother tongue excellent hope future feedback also give customer executive sadhuvaad product seller
5,ok
5,nice
1,got different product multiple delays delivery product product received different ordered not got solution till yet
5,thank
5,every thing fine
1,customer representative marked issue resolved without solving also disconnected call keeping wait 2 3 min disappointed
1,simply reading scrips instead actually helping
1,little knowledge
5,frauded shopzilla delivery agent
5,good service
5,thanks full
5,would like say thanks customer care agent miss understanding helpful want say please promote becouse good solve customers issues thanks
5,link connect good behaviour delivery boy otherwise not becz delivery boy behaviour bad
5,na
5,deliver services poor
5,interaction good
5,person good understanding
5,executive speaking not fluent conversation bit slow providing resolution helping nature genuinely wanted give best possible resolution
5,shopzilla pay later refferal service bad waiting refferal amount since 15 days
5,good
4,good
1,tried 3 times every time put hold transfer call seniors not senior resolved query 2 min hold phone disconnect bed experiance
4,thanks sir
1,costnore care
5,good
5,thank
5,mujhe inse firse baat krna h possible
5,struggling issue march 23 today 26 aug almost 6 months working still waiting resolution shopzilla not small company whi irritating mental harrasment process provide resolution pathetic experience using shopzilla long time experience lost trust shopzilla
5,problems not solve hope solve problemsmy shirt not delivered shopzilla app show delivered productthis problems bad reputation
5,thexxx
5,great
5,ok mam aapka no
3,need invoice
5,not formality request person give solution 100 result not hope
5,okhshshsshsish
5,nice
5,good afternoon great talk mr mukesh polite caught queries quickly think send product soon possible nice talk
5,good
5,helpfull
4,solved issues return policy
5,tone conversation fine wanted talk senior call could not connected
5,thanks
5,baat karke
5,nothings
5,resolve immediately
5,nice
5,good
5,good supporting
5,good happy
4,good
1,bahut kharab
4,please support customer pleasure feel comfortable trade future plateform shopzilla
5,good service
1,no proper solution provided
5,try provide sellers better offers products availability
3,give costomer right information
1,could not solve simple issue return getting cancelled
1,kept delaying process value customer time resolve issue soon possible
5,good
1,worst customer service
5,improve backend team services
5,good men problem soul
5,good
5,hii
5,xl size lark half halmet not available portal 1 year waiting sir
5,liked behavior want work soon
5,better
1,sad placed order face wash payment also deducted account order not confirmed order showing showing cash delivery canceled call customer care even call 17 minutes customer care assistant said money refunded sad company like shopzilla not able take care customer not first time also many happened many times payment deducted order not confirmed
5,good
1,please call
5,yes
1,not resolved problem
1,query resolved without providing resolution portal see comment share snapshot mrp label not sure share email address needs sent highly irresponsible support team told receive call never received
1,not good
5,thank
5,nice good
1,bad service
5,fast delivery discount
5,shopzilla not happy please stop fraud loyal customers
5,please check grossery product silled pack time packing
5,good
5,change policy product not like customer keep best product checking shopzilla
4,return fee not taken
5,tq mam
1,good
5,good
5,good behaviour
5,trusted 100
5,good knowledge problem not showing
5,good girl
4,ensure please
5,nice
5,customer care service good
4,thanks
5,thank customer care service
5,many companies cheating without providing offered product times nothing package please take strong action companies otherwise effect goodwill shopzilla
4,nics
5,customer support understood problem well provided satisfactory solution nice way talking
4,simply good
5,happy
5,one customer care executive miss awesome recommend whenever need talk customer care executive plz reffer thanks gouri ji ur resolution u given knowledge behaviour awesome wish get success humble request plz every time connect
5,good
5,good
5,good behavior
5,good suggestion
1,basterd mother ers shoe bloody sister ers
5,nice
5,right
1,bahut achcha support
5,good
5,santusti
5,excellent
5,good costumer support
5,good
5,bahut achha h
5,excellent customer service
5,nyc
5,please take action vendors installation technician work
5,good
1,poor service
4,good
1,junk support people not understand problem close ticket resolve without resolution
5,good
5,nice consultant big help
5,takes much time resolve queries take little time solve queries
1,educate delivery executive polite professional
1,wasting time money technical issues etc
1,bad experience shopzilla item delivered wrong denied exchange
1,bad service shopzilla bye product personally experience bad shopzilla customer care service payment refund service guys take review buying shopzilla putting mobile number comment box
5,good
5,nice
5,customer care adviser good
1,quality issue
5,good information
1,delivery system poor
4,process register grievance complicated direct no customer care given
5,thanks
5,reduce time delivery
5,no
5,nice garding
5,fine
5,good
5,thanks happy costumer support
5,good
4,ji mere se inhone baat
4,good
5,excellent
5,good service executive
5,pls soul problem
5,happy customer exituive
5,good work
5,customer care support satisfy delivery person not okay
5,kindly ensure customers informed beforehand regarding open vox delivery delivery person comes deliver product customer also check fir donot take product
5,good
5,good
4,thank
5,good
5,amazing part shopzilla customer
5,thank
5,bat kr ke bahut achha lga
5,greet
5,well good mam
5,good
5,best
1,customer care number apna
5,service good
1,worst customer care not help actual problem
5,good
1,shopzilla poor service
1,slow service shopzilla
2,bvm
5,good
1,happy
5,please show customer support numbers connect fast
1,plz check call recording
5,good
5,thank sir
5,good job
5,good
5,nice
5,please keep check delivery person
5,thanks lot
5,good
5,connect time less
1,please return money take product
5,please resolve issues helpful reach customer support without hassle
1,bad service shopzilla not help also shopzilla exicutive playing game customer bad service
5,good
5,good
5,relieved much getting connected talk customer support person listened clarified many things respect issue hope addressed issue clearly senior citizen 76 year old tension stress issue noticed installation team yesterday feel bp coming slowly normal thanks
5,nice
5,everything resolved time thats 5 star thanks
5,please make system otp based delivery compulsary
5,good lady happy support frendlyness wish next support call divert
4,good
5,thank sir
1,shopzilla lost customer care control no issues resolved days
5,awesome
5,good
5,good
1,time taken not recieve proper resolution
1,issue not solved
3,fix replacement issue
1,biggest problem nothing updated even call customer care not know anything
5,overall satisfied
1,customer care ko full access milna chahiye vo hi problem slove kar ske
1,last order shopzilla
5,excellent service
5,
5,good work
5,ok
1,shopzilla technical service condom
5,good
1,problem not resolve
5,add chat option also contacting customer care
5,good
4,trying add options causes return like damaged product delivered wrong items delivered issues solved without needing call customer support everytime
5,good feedback
4,everything good sometimes executives formal takes 10 mins talk take 4 mins formality talks
5,good work
5,thank
4,nice
5,customer care good response
5,network issue
5,amazing shopzilla
5,nothing
5,thanks shopzilla approval complete
5,nice
5,good
4,hye
1,see product delivered incorrect refund amount take action seller
5,tu
5,customer service veri nice happy
5,first order grocery items not delivered yet thank u shopzilla bad service done shopzilla
5,ok
5,order cancellation shopzilla told customer telecomunication upfrontly
1,shopzilla poor company
5,good
5,good
4,best
1,shopzilla chutiya hai
1,timely product delivery
5,nothing happy service
5,best
5,good
4,problem still unsolved
5,overall good
1,stop business
5,executive good behaviour must promoted
5,wish repeat person
5,good
5,happy
5,good
5,nice
5,good
3,convey ware house regarding shipment delivery given time line
1,order id date 05 09 2020invoice date 06 09 2020pan not showing website
4,basically improve thesource information poor executives atleast answer not go beyond able see solution problem people dont know howwill solve queries
5,one best customer executive interacted tq shopzilla keeping executive like
5,5
5,delivery agent disappointed
5,achhe se bat ki h mere problam ko handal kiya good
3,bad issues refund
1,problem not solved
5,please check quality send product
5,overall good
5,thanks
5,service good pls refund money
5,exlent
4,good service shopzilla
2,good
5,good
1,not resolved problem pelese resolved problem
4,shopzilla customer helpful issue product
4,please add option contact customer care executive phone call app improve bugs glitches app smoother experience
5,executive professional polite despite not well trying give best
5,thanku mam nice day
5,good
5,fast delivery
5,no
5,okye nyc
5,customer care executive awesome service
5,5
5,good talk customer care
5,happy
5,satisfied
5,hope call attend immediately next time
5,sir best suport
1,bad
4,good knowledge
5,thanks
5,fully satisfied
5,make policies flexible improve ease reach customer support
5,thanks support
5,good
1,resolve tickets without actual issue resolved pathetic service
5,good
1,not shem products
5,nice
1,dispoint service
1,problem not solved
5,cute voice
5,good
1,not solution complaint
5,u2026
5,aapka dukan achha hai
5,good
5,humble behaviour
1,unable deactivate shopzilla pay later account
5,ms handled query like pro mind blowing executive support
5,good
5,good
5,nice happy
5,good
5,happy
5,pleas provide customer care services regional languages telugu people unable talk english hindi
4,good
4,customer support good good behavior
5,happy
1,shopzilla pay latter resion account immediately relise shopzilla pay latter
5,kr
5,tnx
5,happy
5,naic
5,overall good support ensure customer instructions met delivering orders
5,resolution slas based highlighted issue
5,thank
5,not happy last purchase
5,god
5,good
5,hamai bhout acha lga shopzilla pe shopping kar ke
5,good
5,good
1,technicain visit unsuccesful times
1,gift card no use
5,also allow call alternate numbers
5,thank
5,good
5,thank
5,good
5,good
1,garbage app executive
5,intent resolving customers problem
4,good service
5,thankyou much
5,nice helps
5,make flexible otherwise shopzilla osm
5,thank much
4,good
5,good
5,conversation good polite
5,nice way talk customer service executive
1,poor service making fool customer
3,nice
5,good
1,worst experience not recommend using shopzilla anyone using marketing gimics fool customers
5,good behaviour executive good person
5,good
5,thanks
5,please resolve issue soon possible
5,good
5,5
4,good best
5,clear wallet related payment issues
1,fraud
1,shopzilla not good work
5,good talk customers
5,make customer care accessible
5,okay
5,thank
5,good
4,good
5,good
5,great conversation team give good reason safety answer not getting last 3 month great job thank
5,nothing
1,didnt solve issue careless staff
5,everything perfect
5,help fulli call
5,good customer support
5,good
5,good advice
5,custmer care services good
5,first time experiencing way talking coustomer beautiful shopzilla
5,customer support executive humble
4,good experience talk support team
5,accidentally lost shopzilla box product box accessories one executive told not returned done anything another one told returned know happen please try make someone return product somehow shopzilla box please huge request
4,check product sending
1,please improve delivery boy behabhior hurts many time u imagine delivery time 9am till 10 20pm receive order till really shopzilla shame u
5,good
5,mera problem ka quick solution
5,excellent
5,good talk customer executive
5,problem solve
1,product replacement return
5,happy instant response
1,time quality product purchase bad poor qualitythe product get different product purchase
5,good work mdm ji
5,thanks
1,worst service ever
5,nice
5,good
1,not provide ditails
5,good
5,happy
1,not happy purchase
4,order delivery not deliver declare date delivered next day give future date 4 5 days ahead not acceptable yes suffering promise somebody avoid giving dates delivery say delivered xyz time simply wasting time spending one hour daily follow shopzilla order delivery work falling guys
5,nice
5,good
5,good
5,good
5,show solv
1,shopzilla team thief take orders deliver
5,good
1,no response
1,poor
5,problem not solve no unblock options
5,good
5,good
5,shweta quickly resolved issue kudos
1,bakvas system
5,good information
3,consultant could ordinary customer support would not sure empowered escalate something beyond scope yes job well
4,hi
5,happy
1,received one product place two one product also damage
1,jab tak mera picup done h mai koi feedback nahi dunga aur picup lene usne misbehave h mere sath picup ap uthaye refund provide karaiye
1,mam mera product delivered nahi hua 17ko hona tha abhi tk nahi hua
5,emi pe multiple products shopping karne karne par emi par kya effect aayega iss par detailed information chahiye aur iss par flexible policy banaiye thanks shopzilla every shopping order
5,good support
5,good work
5,good
5,ok
5,make policies flexible reaching customer support easily
5,awesome
5,sure product dispatching
5,best customer support
5,good
5,good
1,nothing variable response
4,please resolve customer issues priority basis
5,customer care executive not sync issue discussed executive repeatedly insisting wrong delivery date even reminding correct promised delivery date talking issue delivery bicycle ordered telling aristo plastic kitchen container executive wasted precious time shopzilla company also
1,pathetic service
1,boor customer care
5,good customer support
5,happy
5,excellent lady side polite nature proper understanding problem due cuteness readiness god bless
1,delivery agent company image
5,thanks
5,rtyrd
5,ensure ease reaching customer support
5,good
5,good
4,good communication
5,give better service flexible rull
5,good communication
5,good talk
1,executive spoke told need 500 extra coins redeem 500rs worth coupon purchased 50 supercoins already finally ordered no extra coins deducted change mind not order product due less supercoins
1,poor low level customer care service tendency deal less cost put shopzilla pit history like flaws like call center operations late pickups poor technical equipment work home practices fatal shopzilla times come
5,please improve return policy
5,kajal ji se bat karke bahut mera problem kiya hai problem solve kiya thank kajal ji
5,excellent
5,good quality customer service representative
5,excellent customer care executive polite attitude effective communication skill
1,worst service given team
5,good
5,good service
5,haapy talk executive birrliant
5,good
3,matter linkage firstly speaking one executive call comes rectify number executive asking thing customer unable trace discussion made one complaint shoud handled one person secondly without consent customer declaring issue resolved site worst method people following
5,nice service executive
5,excellent
1,unhappy buying shopzilla
5,please cheque retailer product delivery
5,customer care executive attended v v helpfull polite call shopzilla many time today executive v v good pls inform executive also perform like particular executivethank
5,good service
2,pickup boy not picked return product colour not matching received product returning pack intact pls needful pick earliest
5,good service
5,nic job
5,third call first two executives couldnt give solution call disconnected abruptly
1,no capacity resolve problem
5,thank
5,please provide details time call hold times needs reduced time option
1,shopzilla sucks
5,lovable miss
4,need improve delivery
5,nothing
5,give proper support raise strong action fraud dishonored employees shopzilla types cases try help customer giving immediately solution
5,ok
5,nice interaction
4,check issue not able solve completely
5,good service
5,thanks shopzilla
5,good polite person knowledgeble
5,nice
5,k
5,verification personnel created confusion offered 500 retain damaged product outrightly rejected damaged product no use kindly initiate appropriate action
5,thank
2,cheap things first show get super coins u things things super coins not coming scam also take evidence things otherwise would love show right shopzilla cheater related policy
5,nice
5,nice person
5,customer support excutive humble polite helped efforts
5,friendly conversation
5,good
5,nothing
5,nice work thank u
5,thank mam
5,good behaviour
5,nice
5,issue related banking probably reach sbi improve service anyways good service shopzilla
5,nicc
5,talk good languageshe try resolve problem
5,thanks
5,efficient polite customer care executive best interaction helpful understood problem patient resourceful professional well spoken eager help make quick resolution possible
5,excellent
1,bad resuletion
1,painful
2,read complaint
5,thank
5,good happy
5,pls not sell fake products loose reputation
5,nice
5,try deliver product delivery date delievery delay due issue mention shopzilla app via sms try deliver time
5,excellent
5,two time payment regarding issue
4,customer exicutive good company policy helpfulness product delivered poor quality no return policy product order colour different please solve problem
5,thank
1,showing fake offers cheater
5,return policy delaying days
5,good
5,thank
5,fully satisfied order
5,please make policies better
4,pls solve issues instant
2,not adequate support
5,nice
5,nice costomer care support
3,please keep refund option return time
5,good communicator
5,thanks shopzilla
5,happy
3,shopzilla need improve order quality policies
4,good
5,hope hear customer executive
5,helping agent nice customer
5,helpfull conversations
5,good
3,please something sellerfraudulent activities
1,4th time year guys gave chance escalate issue improve services else shut business ams sit home
5,excellent
1,product cancelled without permission
5,good
5,gald talk
5,defective
1,reduce time process
5,unhappy say u bcoz day order product item amount deducted order cancelled issue day know hope refund amount soon
5,love shopzilla
5,good customer support
1,issu not resolved
5,5555555hu
5,happy
5,customer support decent
1,not support shopzilla customer care hope customer face issue
5,nice
5,thanks sir
1,never buy anything site hamesha warranty kel liye ghumnate hai disgusting service not refer anyone tu buy ur site
1,everytime raising new complaint not solving
5,really good service thanks supporting
3,
5,good
4,give information pay later policy cancellation
5,5
1,super coin claim not showing confirmation
3,delivery partner not making call delivery pathetic service shopzilla
1,worst experience shopzilla
5,good person
5,please cancel matter pass order no delivery no cancellation fraud
5,good
4,badiya hai
5,nice
4,shopzilla services poor
5,good talk
4,good
5,bahut achha
5,helpful thanks
5,good
5,good work
4,nice
1,please give refund amount upi link account
5,superb interaction
5,no comments
1,wrost experience using e commerce website ever
5,
5,no suggestions waiting product iphone 14 plus able give suggestions post delivery
1,angry service shopzilla
5,excellent
5,good
5,glade customer care
5,good
5,good job
5,good service
5,fully satisfied shopzilla
5,although not pitch csat still resolution mark laudable resolution expected
5,good
3,mujhe ye return krna hai
5,thanks
5,good
1,agent promised connect senior cut phone 2 minutes
5,thanks
4,good
5,good
5,good
5,customer executive supportive love
5,good
5,improve voice quality
5,nice talking
5,osm
2,bad habit
5,totally satisfied problem solved ok
5,
5,good response
5,good
5,vvvvv good
1,not good
1,call cx support return product ensure already raised request return call 23 confirm wait till 26 product returned call 27 said help way definitely escalate social media
1,poor
1,not happening
5,good
5,srk bindki
1,closing company
4,good
5,happy customer care service
4,complain yet get resolution
5,plzz help
5,link 1 account multiple email addresses phone numbers makes login difficult also grocery delivery bad
5,good conversation
5,good service
5,nice
5,customer support achcha hai
5,thank u muchhh sir great help literally great help much careful towards customer much satisfied th help thaku muchh
1,every one not ask true chiting customer
5,ok
5,tanc
5,no
2,issue not resolved despite assurance provided agent
